Name,Street Address,City,State,Zip Code,Cross Streets,Neighborhood,Phone,Description,Business Owner,Merchant Verified,Paid Listing,Rating,Reviews,Website,Price Range,Hours,Takes Reservations,Delivery,Take Out,Accepts Credit Cards,Good For,Parking,Wheelchair Accessable,Good For Kids,Good For Groups,Attire,Ambience,Noise Level,Music,Dancing,Serves Alcohol,Happy Hour,Best Nights,Coat Check,Smoking Allowed,Outdoor Seating,Wifi,Has Tv,Allows Dogs,Waiter Service,Caters,By Appointment Only,Category,Lat,Long,Image URL,Listing URL,Deal,Deal Description,Deal Orignal Price,Deal Discount,Deal Savings,Deal Link
,,,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.yelp.com/biz/the-laundry-room-las-vegas?osq=Bar,,,,,,
The Golden Tiki,3939 W Spring Mountain Rd,Las Vegas,NV,89102,,Chinatown,(702) 222-3196,"Hand Crafted Tiki Drinks made with Fresh Squeezed Juices, Home Made Syrups, and Top Shelf Booze. These aren't your Cruise Ship pre mixed cocktails. These specialty drinks take time …Learn more about The Golden Tiki, Opens a popupSpecialtiesHand Crafted Tiki Drinks made with Fresh Squeezed Juices, Home Made Syrups, and Top Shelf Booze. These aren't your Cruise Ship pre mixed cocktails. These specialty drinks take time and are for true cocktail enthusiasts.HistoryEstablished in 2015.Branden Powers , The Golden Tiki'smanaging partner has a long history in Tiki Culture. Over 20 years to be exact. He originally started promoting the Islands Lounge and Restaurant in the old Hanalei Hotel , San Diego. His night , Taboo was one of the first weekly nights to embrace the emerging love of all things tiki. Branden would Dj under the name Chi Chi Martini. His vinyl record collection is over 15,000 records. One of the most extensive Exotica collections in the world. Now the Crown Point Hotel and Mecca for Tiki lovers around the globe who gather yearly for Tiki Oasis. Branden has been a resident of Las Vegas since 2000, and is the former Creative Director of the Hard Rock Hotel and Casino. He was also named ""Las Vegas' Most Interesting Man"" , we just think thats a nice way of calling him a weirdo. Like most weirdos, Branden is a creative genius. A true artist. He has created what can only be described as one of the most unique tiki bars ever seenMeet the Business Owner",Branden P.,Yes,No,4.5 star rating,631 reviews,http://www.thegoldentiki.com,Moderate,Mon Open 24 hours<br>Tue Open 24 hours<br>Wed Open 24 hours<br>Thu Open 24 hours<br>Fri Open 24 hours<br>Sat Open 24 hours<br>Sun Open 24 hours<br>,Yes,,,Yes,,Private Lot,Yes,,Yes,,Casual,Average,DJ,No,Full Bar,Yes,"Thu, Fri, Sat",No,Yes,No,No,No,No,,,,"Cocktail Bars, Lounges, Tiki Bars, Cocktail Bars, Lounges, Tiki Bars",36.126140,-115.192285,"https://s3-media1.fl.yelpcdn.com/bphoto/KKTkSkXVQKc6pWSjlz1d_Q/ls.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/KKTkSkXVQKc6pWSjlz1d_Q/258s.jpg 1.03x,https://s3-media1.fl.yelpcdn.com/bphoto/KKTkSkXVQKc6pWSjlz1d_Q/348s.jpg 1.39x,https://s3-media1.fl.yelpcdn.com/bphoto/KKTkSkXVQKc6pWSjlz1d_Q/300s.jpg 1.20x",http://www.yelp.com/biz/the-golden-tiki-las-vegas-3?osq=Bar,,,,,,
Fuel Bar,3643 S Las Vegas Blvd Ste 511,Las Vegas,NV,89109,,The Strip,(702) 580-8029,"Fuel Bar is an entertainment flair bar that get the customers involved and interacting along with the bartender shenanigans.Learn more about Fuel Bar, Opens a popupSpecialtiesFuel Bar is an entertainment flair bar that get the customers involved and interacting along with the bartender shenanigans.HistoryEstablished in 2015.Fuel Bar was established in February 2015.We have become one of the top flair bars in the world. We have been seen or featured on such TV shows on ESPN, NBC, CBS, A&E, Cooking Channel and Food Network.Meet the Business Owner",Michael I.,Yes,No,4.5 star rating,114 reviews,http://fuelbarvegas.com,Moderate,Mon 10:00 am - 3:00 am<br>Tue 10:00 am - 3:00 am<br>Wed 10:00 am - 3:00 am<br>Thu 10:00 am - 3:00 am<br>Fri 10:00 am - 3:00 am<br>Sat 10:00 am - 3:00 am<br>Sun 10:00 am - 3:00 am<br>,No,,,Yes,,Garage,,,Yes,,"Casual, Touristy, Trendy",Loud,,No,Full Bar,Yes,"Fri, Sat",No,Yes,Yes,Free,Yes,,,,,"Bars, Bars",36.113772,-115.172016,"https://s3-media2.fl.yelpcdn.com/bphoto/BdJOX-eS8RrG6DxtWcMX-A/ls.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/BdJOX-eS8RrG6DxtWcMX-A/258s.jpg 1.03x,https://s3-media2.fl.yelpcdn.com/bphoto/BdJOX-eS8RrG6DxtWcMX-A/348s.jpg 1.39x,https://s3-media2.fl.yelpcdn.com/bphoto/BdJOX-eS8RrG6DxtWcMX-A/300s.jpg 1.20x",http://www.yelp.com/biz/fuel-bar-las-vegas?osq=Bar,,,,,,
The Chandelier,3708 Las Vegas Blvd S,Las Vegas,NV,89109,,The Strip,(702) 698-7000,"The Chandelier is a living, breathing architectural wonder created by luminous beaded curtains of light. An inhabitable, multi-story visual spectacle housing three unique bar …Learn more about The Chandelier, Opens a popupSpecialtiesThe Chandelier is a living, breathing architectural wonder created by luminous beaded curtains of light. An inhabitable, multi-story visual spectacle housing three unique bar experiences; The Chandelier provides a bit of playground, art exhibit and cocktail haven all at once.Bottom of the Chandelier:A high-energy spot in the middle of it all that transcends the notion of the classic casino bar.Inside the Chandelier:With every detail carefully considered, this sophisticated cocktail haven offers fine, hand-crafted delights for the true experience seeker.Top of the Chandelier:An inviting lounge that showcases the splendor of The Chandelier, providing guests with a glimpse into the mystique and magic of the world within.",,Yes,No,4.0 star rating,1013 reviews,https://www.cosmopolitanlasvegas.com/lounges-bars/chandelier,Moderate,Mon Open 24 hours<br>Tue Open 24 hours<br>Wed Open 24 hours<br>Thu Open 24 hours<br>Fri Open 24 hours<br>Sat Open 24 hours<br>Sun Open 24 hours<br>,No,,,Yes,,Garage,,,Yes,,"Trendy, Classy",Average,Background,No,Full Bar,No,,No,Yes,No,Free,No,,,,,"Lounges, Lounges",36.109746,-115.173903,"https://s3-media3.fl.yelpcdn.com/bphoto/O0zY86mVCYFnmgr0DeUwnw/ls.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/O0zY86mVCYFnmgr0DeUwnw/258s.jpg 1.03x,https://s3-media3.fl.yelpcdn.com/bphoto/O0zY86mVCYFnmgr0DeUwnw/348s.jpg 1.39x,https://s3-media3.fl.yelpcdn.com/bphoto/O0zY86mVCYFnmgr0DeUwnw/300s.jpg 1.20x",http://www.yelp.com/biz/the-chandelier-las-vegas?osq=Bar,,,,,,
Stage Door,4000 Linq Ln,Las Vegas,NV,89109,,The Strip,(702) 733-0124,"Cheap drinks & a good timeLearn more about Stage Door, Opens a popupSpecialtiesCheap drinks & a good timeMeet the Manager",,Yes,No,4.5 star rating,201 reviews,,Inexpensive,Mon Open 24 hours<br>Tue Open 24 hours<br>Wed Open 24 hours<br>Thu Open 24 hours<br>Fri Open 24 hours<br>Sat Open 24 hours<br>Sun Open 24 hours<br>,No,,,No,,Private Lot,,,Yes,,Divey,Loud,,,Full Bar,,,,,No,No,Yes,,,,,"Dive Bars, Dive Bars",36.115331,-115.168465,"https://s3-media2.fl.yelpcdn.com/bphoto/zWBH-jJdQdH8sBd4LCt_Ow/ls.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/zWBH-jJdQdH8sBd4LCt_Ow/258s.jpg 1.03x,https://s3-media2.fl.yelpcdn.com/bphoto/zWBH-jJdQdH8sBd4LCt_Ow/348s.jpg 1.39x,https://s3-media2.fl.yelpcdn.com/bphoto/zWBH-jJdQdH8sBd4LCt_Ow/300s.jpg 1.20x",http://www.yelp.com/biz/stage-door-las-vegas?osq=Bar,,,,,,
Velveteen Rabbit,1218 S Main St,Las Vegas,NV,89104,,Downtown,(702) 685-9645,"We create a unique cocktail menu for each season, as well as 12 rotating craft beers on draft and 20 bottled beer. We host live DJs every Friday and Saturday.Learn more about Velveteen Rabbit, Opens a popupSpecialtiesWe create a unique cocktail menu for each season, as well as 12 rotating craft beers on draft and 20 bottled beer. We host live DJs every Friday and Saturday.",,Yes,No,4.5 star rating,270 reviews,http://velveteenrabbitlv.com,Moderate,Mon 5:00 pm - 1:00 am<br>Tue 5:00 pm - 1:00 am<br>Wed 5:00 pm - 2:00 am<br>Thu 5:00 pm - 2:00 am<br>Fri 5:00 pm - 2:00 am<br>Sat 5:00 pm - 2:00 am<br>Sun 5:00 pm - 12:00 am<br>,No,,,Yes,,"Street, Private Lot",,No,Yes,,Hipster,Average,DJ,No,Full Bar,,,,,Yes,No,No,,,,,"Cocktail Bars, Music Venues, Cocktail Bars, Music Venues",36.156592,-115.153890,"https://s3-media2.fl.yelpcdn.com/bphoto/77C0oXppsy42NolK8iniwQ/ls.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/77C0oXppsy42NolK8iniwQ/258s.jpg 1.03x,https://s3-media2.fl.yelpcdn.com/bphoto/77C0oXppsy42NolK8iniwQ/348s.jpg 1.39x,https://s3-media2.fl.yelpcdn.com/bphoto/77C0oXppsy42NolK8iniwQ/300s.jpg 1.20x",http://www.yelp.com/biz/velveteen-rabbit-las-vegas?osq=Bar,,,,,,
Mandarin Bar,3752 Las Vegas Blvd S Mandarin Oriental,Las Vegas,NV,89158,,The Strip,(888) 881-9367,,,Yes,No,4.5 star rating,374 reviews,http://www.mandarinoriental.com/lasvegas/dining/mandarin_bar/,Pricey,Mon 4:00 pm - 1:00 am<br>Tue 4:00 pm - 1:00 am<br>Wed 4:00 pm - 1:00 am<br>Thu 4:00 pm - 1:00 am<br>Fri 4:00 pm - 2:00 am<br>Sat 4:00 pm - 2:00 am<br>Sun 4:00 pm - 11:00 pm<br>,Yes,,,Yes,,Valet,,,Yes,,"Classy, Upscale",Average,,,Full Bar,,,,,No,Free,No,,,,,"Lounges, Lounges",36.106260,-115.173969,"https://s3-media2.fl.yelpcdn.com/bphoto/8aZM2Mr4-HMym5FU3xDXCg/ls.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/8aZM2Mr4-HMym5FU3xDXCg/258s.jpg 1.03x,https://s3-media2.fl.yelpcdn.com/bphoto/8aZM2Mr4-HMym5FU3xDXCg/348s.jpg 1.39x,https://s3-media2.fl.yelpcdn.com/bphoto/8aZM2Mr4-HMym5FU3xDXCg/300s.jpg 1.20x",http://www.yelp.com/biz/mandarin-bar-las-vegas?osq=Bar,,,,,,
,,,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.yelp.com/biz/5-o-clock-somewhere-bar-las-vegas?osq=Bar,,,,,,
ReBAR,1225 S Main St,Las Vegas,NV,89104,,Downtown,(702) 349-2283,"ReBAR was named 10 Best Bars in Las Vegas by USA Today, voted Best Downtown Hangout by Las Vegas Weekly and recognized as Cheap Eats 2017 by Vegas Seven Magazine for it's gourmet …Learn more about ReBAR, Opens a popupSpecialtiesReBAR was named 10 Best Bars in Las Vegas by USA Today, voted Best Downtown Hangout by Las Vegas Weekly and recognized as Cheap Eats 2017 by Vegas Seven Magazine for it's gourmet sausages and vegan kielbasas. ReBAR has a full bar which doubles as an Antique Store and is the only bar of it's kind - where everything's for sale! - Literally everything, the glass you're drinking out of, the stool you're sitting on, or the tchotchkes you're looking at on the wall can all go home with you for a thrift store price. Enjoy ReBAR's Award Winning Vegan Kielbasas, Gourmet Hot Dogs and Sausage Pretzel Dogs which were featured on Diners, Drive-In's and Dives with Guy Fieri - or simply imbibe with one of ReBAR's Charitable Cocktails which raise money for local non-profits with every purchase. Enjoy a Downtown deal with $3 Draft Beers, $4 Well Drinks or $4 White Wines all night long, as you shop all the way up until last call.HistoryEstablished in 2016.ReBAR is a unique and original concept, the brainchild of Downtown Las Vegas activist, entrepreneur and Emmy© award winning TV producer Derek Stonebarger. Located in the heart of the Downtown Las Vegas Arts District -ReBAR is more than just antiques. With a small kitchen and a generously-stocked full bar, ReBAR boasts a great selection of local and domestic beers, bottled and keg wines and of course classic cocktails. Antiques, oddities and collectables adorn the interior walls, and there are unique, recycled and re-purposed antiquities and furnishings throughout the interior bar areas and exterior patio - and everything is for sale!Meet the Business Owner",Derek S.,Yes,No,4.5 star rating,72 reviews,http://www.rebarlv.com,Under $10,Mon 1:00 pm - 12:00 am<br>Tue 1:00 pm - 12:00 am<br>Wed 1:00 pm - 12:00 am<br>Thu 1:00 pm - 1:00 am<br>Fri 11:30 am - 2:00 am<br>Sat 11:30 am - 2:00 am<br>Sun 11:30 am - 12:00 am<br>,No,No,Yes,Yes,"Lunch, Dinner, Late Night","Street, Private Lot",Yes,No,Yes,Casual,"Hipster, Casual, Trendy",Average,Background,No,Full Bar,Yes,Sun,No,Outdoor Area / Patio Only,Yes,Free,Yes,Yes,Yes,Yes,No,"Gastropubs, Antiques, Dive Bars, Gastropubs, Antiques, Dive Bars",36.156507,-115.153555,"https://s3-media3.fl.yelpcdn.com/bphoto/wtzYENV8gTqFFSWVP72uCg/ls.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/wtzYENV8gTqFFSWVP72uCg/258s.jpg 1.03x,https://s3-media3.fl.yelpcdn.com/bphoto/wtzYENV8gTqFFSWVP72uCg/348s.jpg 1.39x,https://s3-media3.fl.yelpcdn.com/bphoto/wtzYENV8gTqFFSWVP72uCg/300s.jpg 1.20x",http://www.yelp.com/biz/rebar-las-vegas?osq=Bar,,,,,,
Frankie’s Tiki Room,1712 W Charleston Blvd,Las Vegas,NV,89102,,Downtown,(702) 385-3110,,,Yes,No,4.5 star rating,748 reviews,http://www.frankiestikiroom.com,Moderate,Mon Open 24 hours<br>Tue Open 24 hours<br>Wed Open 24 hours<br>Thu Open 24 hours<br>Fri Open 24 hours<br>Sat Open 24 hours<br>Sun Open 24 hours<br>,No,,,Yes,,Private Lot,,,Yes,,Divey,Average,Juke Box,,Full Bar,Yes,"Fri, Sat, Sun",,,No,No,Yes,,,,,"Tiki Bars, Tiki Bars",36.159168,-115.164637,"https://s3-media3.fl.yelpcdn.com/bphoto/AI4T6fTxcJi4TF9MwSItig/ls.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/AI4T6fTxcJi4TF9MwSItig/258s.jpg 1.03x,https://s3-media3.fl.yelpcdn.com/bphoto/AI4T6fTxcJi4TF9MwSItig/348s.jpg 1.39x,https://s3-media3.fl.yelpcdn.com/bphoto/AI4T6fTxcJi4TF9MwSItig/300s.jpg 1.20x",http://www.yelp.com/biz/frankies-tiki-room-las-vegas?osq=Bar,,,,,,
