Name,Street Address,City,State,Zip Code,Cross Streets,Neighborhood,Phone,Description,Business Owner,Merchant Verified,Paid Listing,Rating,Reviews,Website,Price Range,Hours,Takes Reservations,Delivery,Take Out,Accepts Credit Cards,Good For,Parking,Wheelchair Accessable,Good For Kids,Good For Groups,Attire,Ambience,Noise Level,Music,Dancing,Serves Alcohol,Happy Hour,Best Nights,Coat Check,Smoking Allowed,Outdoor Seating,Wifi,Has Tv,Allows Dogs,Waiter Service,Caters,By Appointment Only,Category,Lat,Long,Image URL,Listing URL,Deal,Deal Description,Deal Orignal Price,Deal Discount,Deal Savings,Deal Link
Barely Legal Club,423 Bourbon St,New Orleans,LA,70130,,French Quarter,(504) 571-6340,"On the first floor of this party parade is the Sugar Bar and Sugar Stage, which are both dead ahead as you enter the main room. A favorite for the rowdy tip-railers and barstool …Learn more about Barely Legal Club, Opens a popupSpecialtiesOn the first floor of this party parade is the Sugar Bar and Sugar Stage, which are both dead ahead as you enter the main room. A favorite for the rowdy tip-railers and barstool visitors who like to be right in the middle of the action.To the rear of floor one, you will find the Spice Bar and the Spice Stage. This area affords a little more sultry accommodations with dance areas and it's own bar to the rear of the club. Roughly 75+ steamy stage strumpets frequent all floors throughout two banging shifts.HistoryEstablished in 2005.It is common knowledge that New Orleans is known for it's Nightlife. The World famous Bourbon Street keeps the French Quarter knee-deep in action. Most all of the French Quarter bars stay open until the early hours of the morning and never need a reason to shift into party mode. Located at 423 Bourbon Street is the stunning Larry Flynt's Barely Legal show club. The one and only location thus far for a very original night out in the Quarter, packing a capacity of about 300+ screaming patrons.",,Yes,No,4.0 star rating,52 reviews,http://www.barelylegalnola.com,Moderate,Mon 12:00 pm - 6:00 am<br>Tue 12:00 pm - 6:00 am<br>Wed 12:00 pm - 6:00 am<br>Thu 12:00 pm - 6:00 am<br>Fri 12:00 pm - 6:00 am<br>Sat 12:00 pm - 6:00 am<br>Sun 12:00 pm - 6:00 am<br>,,,,Yes,,Street,,,Yes,,Casual,Average,,No,Full Bar,,"Fri, Sat, Sun",,,No,,Yes,,,,,"Adult Entertainment, Adult Entertainment",29.956821,-90.067568,"https://s3-media2.fl.yelpcdn.com/bphoto/87qx9gR1yoMAE-CSp7VLWA/ls.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/87qx9gR1yoMAE-CSp7VLWA/258s.jpg 1.03x,https://s3-media2.fl.yelpcdn.com/bphoto/87qx9gR1yoMAE-CSp7VLWA/348s.jpg 1.39x,https://s3-media2.fl.yelpcdn.com/bphoto/87qx9gR1yoMAE-CSp7VLWA/300s.jpg 1.20x",http://www.yelp.com/biz/barely-legal-club-new-orleans-2?osq=Adult+Entertainment,,,,,,
Colette New Orleans,822 Gravier St,New Orleans,LA,70112,,Central Business District,(504) 588-1517,"We are a private on-premise social swingers nightclub for couples, single men and women who are active in or curious about the swinging lifestyle. Our club is a great place for …Learn more about Colette New Orleans, Opens a popupSpecialtiesWe are a private on-premise social swingers nightclub for couples, single men and women who are active in or curious about the swinging lifestyle. Our club is a great place for people of like-mind to meet in a safe, friendly and upscale atmosphere. We do not serve alcohol, colette is BYOB, but ice, juices and soda are available at the bar.HistoryEstablished in 2000.Colette New Orleans was the 5th club the owners group opened. The first 3 were in Atlanta...Sol Nightclub.Lounge, Caligula and Venus. Taboo was opened in Tampa in 1999. Looking to expand we looked at the building constructed in 1856 at 822 Gravier and knew right away that it was perfect for the type of club we design and operate. We've been operating in New Orleans ever since. If you are in Dallas be sure to check out our club there.Meet the Business Owner",John M.,Yes,No,4.0 star rating,10 reviews,http://coletteclubs.com/neworleans/,Moderate,Mon Closed<br>Tue Closed<br>Wed 9:00 pm - 2:00 am<br>Thu 9:00 pm - 2:00 am<br>Fri 9:00 pm - 4:00 am<br>Sat 9:00 pm - 4:00 am<br>Sun Closed<br>,,,,Yes,,"Garage, Street",,,Yes,,"Intimate, Romantic",Average,,,No,,,,,No,No,No,,,,,"Adult Entertainment, Dance Clubs, Lounges, Hotels, Adult Entertainment, Dance Clubs, Lounges",29.952014,-90.071904,"https://s3-media2.fl.yelpcdn.com/bphoto/Yo5bKagAYgIpYp2MYPV8JQ/ls.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/Yo5bKagAYgIpYp2MYPV8JQ/258s.jpg 1.03x,https://s3-media2.fl.yelpcdn.com/bphoto/Yo5bKagAYgIpYp2MYPV8JQ/348s.jpg 1.39x,https://s3-media2.fl.yelpcdn.com/bphoto/Yo5bKagAYgIpYp2MYPV8JQ/300s.jpg 1.20x",http://www.yelp.com/biz/colette-new-orleans-new-orleans?osq=Adult+Entertainment,,,,,,
The Dirty Dime Peepshow,2240 St Claude Ave,New Orleans,LA,70117,,Marigny,,,,Yes,No,4.5 star rating,9 reviews,,,,,,,Yes,,,,,Yes,,,Loud,,,Full Bar,,,,,No,,No,,,,,"Adult Entertainment, Adult Entertainment",29.968483,-90.055659,"https://s3-media1.fl.yelpcdn.com/bphoto/KEzdTNOIEudITp0-v1fDmg/ls.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/KEzdTNOIEudITp0-v1fDmg/258s.jpg 1.03x,https://s3-media1.fl.yelpcdn.com/bphoto/KEzdTNOIEudITp0-v1fDmg/348s.jpg 1.39x,https://s3-media1.fl.yelpcdn.com/bphoto/KEzdTNOIEudITp0-v1fDmg/300s.jpg 1.20x",http://www.yelp.com/biz/the-dirty-dime-peepshow-new-orleans?osq=Adult+Entertainment,,,,,,
Larry Flynt’s Hustler Club,225 Bourbon St,New Orleans,LA,70130,,French Quarter,(504) 524-0010,"For openers, the Hustler Club pushes its perimeters to just over 400 beaver-hunters, on two floors and one outdoor balcony. There are four stages: one main stage downstairs, one …Learn more about Larry Flynt’s Hustler Club, Opens a popupSpecialtiesFor openers, the Hustler Club pushes its perimeters to just over 400 beaver-hunters, on two floors and one outdoor balcony. There are four stages: one main stage downstairs, one mirrored number upstairs near the bar and two satellites. It also offers an upstairs VIP Room complete with fire place and luxurious couches, a Champagne Room and twenty or so private dance booths that are very worth the visit. There is plenty of room to roam around Larry's joint, and it has a very vintage Louisiana feel to it. But the best part of the Bourbon bonanza is with out a doubt, the Hustler Honey's who will take the stress out of any workday blues or stand your world on end into the early hours of the morning. After all, Larry knows what you like!HistoryEstablished in 2000.When people describe New Orleans you hear words like ""crazy"" or ""wild,"" and if you've ever visited or partied there, you know that they were not kidding. New Orleans rocks hard 24/7, with Mardi Gras, Jazz Fest, New Years Celebrations and the like. But the latest buzz in the French Quarter/Bourbon Street scene is Larry Flynt's Hustler Club Located at 225 Bourbon Street. With your fanny firmly affixed to a bar stool at the club's main service bar, you may gaze for days at the panorama of top-shelf liquors, imported brews and frosty Champagnes.There are three bars in total: one per level, and one near the patio.",,Yes,No,3.5 star rating,41 reviews,http://neworleanshustlerclub.com,Moderate,Mon 12:00 pm - 6:00 am<br>Tue 12:00 pm - 6:00 am<br>Wed 12:00 pm - 6:00 am<br>Thu 12:00 pm - 6:00 am<br>Fri 12:00 pm - 6:00 am<br>Sat 12:00 pm - 6:00 am<br>Sun 12:00 pm - 6:00 am<br>,,,,Yes,,,,,Yes,,,Average,,,Full Bar,,,,,Yes,,Yes,,,,,"Adult Entertainment, Adult Entertainment",29.955123,-90.068970,"https://s3-media3.fl.yelpcdn.com/bphoto/9MHp18C-C2rRt5-lBm4Q0Q/ls.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/9MHp18C-C2rRt5-lBm4Q0Q/258s.jpg 1.03x,https://s3-media3.fl.yelpcdn.com/bphoto/9MHp18C-C2rRt5-lBm4Q0Q/348s.jpg 1.39x,https://s3-media3.fl.yelpcdn.com/bphoto/9MHp18C-C2rRt5-lBm4Q0Q/300s.jpg 1.20x",http://www.yelp.com/biz/larry-flynts-hustler-club-new-orleans?osq=Adult+Entertainment,,,,,,
Rick’s Sporting Saloon,522 Bourbon St,New Orleans,LA,70130,,French Quarter,(504) 552-2510,,,Yes,No,3.5 star rating,25 reviews,,Moderate,Mon 2:00 pm - 4:00 am<br>Tue 2:00 pm - 4:00 am<br>Wed 2:00 pm - 4:00 am<br>Thu 2:00 pm - 4:00 am<br>Fri 2:00 pm - 5:30 am<br>Sat 2:00 pm - 5:30 am<br>Sun 2:00 pm - 4:00 am<br>,Yes,,,Yes,,,,,Yes,,,Loud,,,Full Bar,,,,,No,No,Yes,,,,,"Adult Entertainment, Sports Bars, Adult Entertainment, Sports Bars",29.957365,-90.066572,"https://s3-media3.fl.yelpcdn.com/bphoto/NlsuojTHh6Pqp-MeyXKoTw/ls.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/NlsuojTHh6Pqp-MeyXKoTw/258s.jpg 1.03x,https://s3-media3.fl.yelpcdn.com/bphoto/NlsuojTHh6Pqp-MeyXKoTw/348s.jpg 1.39x,https://s3-media3.fl.yelpcdn.com/bphoto/NlsuojTHh6Pqp-MeyXKoTw/300s.jpg 1.20x",http://www.yelp.com/biz/ricks-sporting-saloon-new-orleans?osq=Adult+Entertainment,,,,,,
Deja Vu Showgirls,226 Bourbon St,New Orleans,LA,70130,,French Quarter,(504) 525-5801,"Located in the 200 block of the world famous Bourbon Street, the NOLA Vu' boast's three pulsating stages on it's spacious main floor. Club capacity stretches its legs at just over …Learn more about Deja Vu Showgirls, Opens a popupSpecialtiesLocated in the 200 block of the world famous Bourbon Street, the NOLA Vu' boast's three pulsating stages on it's spacious main floor. Club capacity stretches its legs at just over 275, and is certain to engulf your entire entourage. Here you will also find a massive sit-down bar manned with several mixologist's that will whip you up your favorite cocktail with lightning speed. Not far from the bar is a VIP lounge containing it's own private stage. This is a wonderful place to dance one of the 75+ entertainers or grab a vintage cigar from the club's gigantic, cherrywood humidor. Or, if a flavored hookah is more to your liking, or possibly a shot of Absinthe, you are in the right place.HistoryEstablished in 2005.One of the wildest party mecca's on the planet has to be be the glimmering City of New Orleans. And most importantly is it's world famous French Quarter that teem's with live entertainment, Cajun eateries and fully-blown gentlemen's clubs. And right at the top of Louisiana sin-bin's is none other than the prominent Déjà Vu of New Orleans, offering it's patrons a visit that will always be remembered.",,Yes,No,3.0 star rating,29 reviews,http://www.dejavuneworleans.com,Moderate,Mon Closed<br>Tue Closed<br>Wed Closed<br>Thu 8:00 pm - 2:00 am<br>Fri 8:00 pm - 2:00 am<br>Sat 8:00 pm - 2:00 am<br>Sun 8:00 pm - 2:00 am<br>,No,,,Yes,,Street,,,Yes,,,Very Loud,,,Full Bar,,,,,No,,Yes,,,,,"Adult Entertainment, Cocktail Bars, Adult Entertainment, Cocktail Bars",29.955242,-90.068643,"https://s3-media1.fl.yelpcdn.com/bphoto/wqOAqFf4Hei12ExYGdZGVw/ls.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/wqOAqFf4Hei12ExYGdZGVw/258s.jpg 1.03x,https://s3-media1.fl.yelpcdn.com/bphoto/wqOAqFf4Hei12ExYGdZGVw/348s.jpg 1.39x,https://s3-media1.fl.yelpcdn.com/bphoto/wqOAqFf4Hei12ExYGdZGVw/300s.jpg 1.20x",http://www.yelp.com/biz/deja-vu-showgirls-new-orleans-2?osq=Adult+Entertainment,,,,,,
The Penthouse Club,727 Iberville St,New Orleans,LA,70130,,French Quarter,(504) 524-4354,"At the Penthouse Club, New Orleans, we believe there can be only one ""best."" We leave it to our competitors to settle for something less, because our customers wouldn't dream of it. …Learn more about The Penthouse Club, Opens a popupSpecialtiesAt the Penthouse Club, New Orleans, we believe there can be only one ""best."" We leave it to our competitors to settle for something less, because our customers wouldn't dream of it. They expect a gentlemen's club that actually deserves the name. We, in turn, honor those expectations by exceeding them. And that's why the Penthouse Club has been named ""Best Gentlemen's Club in New Orleans"" for three years running.Step inside today and experience a club like no other. A club with interiors as beautiful and refined as the women you've come to worship. State-of-the-art light and sound that complements your experience, rather than distracting from it. Two full bars filled with the finest beers, top shelf liquors, wines and champagnes, and served by hosts and waitresses as warm and welcoming as the Big Easy itself. And all of it meant to heighten your enjoyment of our three specially-designed stages, each spotlighting the world's most beautiful exotic entertainers.",,Yes,No,3.5 star rating,49 reviews,http://www.penthouseclubneworleans.com/,Pricey,Mon 6:00 pm - 4:00 am<br>Tue 6:00 pm - 4:00 am<br>Wed 6:00 pm - 4:00 am<br>Thu 6:00 pm - 6:00 am<br>Fri 6:00 pm - 6:00 am<br>Sat 6:00 pm - 6:00 am<br>Sun 6:00 pm - 4:00 am<br>,Yes,,,Yes,,,,No,Yes,,Touristy,Loud,,Yes,Full Bar,Yes,"Thu, Fri, Sat",,,No,,Yes,,,,,"Adult Entertainment, Cocktail Bars, Cabaret, Adult Entertainment, Cocktail Bars, Cabaret",29.954594,-90.068774,"https://s3-media4.fl.yelpcdn.com/bphoto/yAaurpsnzZiaV0bY7oanxA/ls.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/yAaurpsnzZiaV0bY7oanxA/258s.jpg 1.03x,https://s3-media4.fl.yelpcdn.com/bphoto/yAaurpsnzZiaV0bY7oanxA/348s.jpg 1.39x,https://s3-media4.fl.yelpcdn.com/bphoto/yAaurpsnzZiaV0bY7oanxA/300s.jpg 1.20x",http://www.yelp.com/biz/the-penthouse-club-new-orleans-2?osq=Adult+Entertainment,,,,,,
Visions Men Club,4000 Downman Rd,New Orleans,LA,70126,,Pines Village,(504) 240-0069,"We are a convenient alternative to downtown New Orleans adult entertainment! The atmosphere is casual and relaxed. We have lots of well lit free parking on site with 24 hour …Learn more about Visions Men Club, Opens a popupSpecialtiesWe are a convenient alternative to downtown New Orleans adult entertainment! The atmosphere is casual and relaxed. We have lots of well lit free parking on site with 24 hour surveillance. Our girls are attractive as well as friendly, and our drink prices are among the most reasonable in our industry. The layout is one of a kind with 150 feet of bar space you will always have the best seat in the house!HistoryEstablished in 1997.Visions Men's Club has been in business for over 20 years starting out as the Candy Club on Chef Menteur Hwy. and moving into the old post office building, here at 4000 Downman Rd. Visions has evolved into one of the preeminent gentlemen's clubs in New Orleans.Meet the Manager",,Yes,No,4.0 star rating,11 reviews,http://www.visionsmensclub.com,Moderate,Mon 11:00 am - 3:00 am<br>Tue 11:00 am - 3:00 am<br>Wed 11:00 am - 3:00 am<br>Thu 11:00 am - 3:00 am<br>Fri 11:00 am - 4:00 am<br>Sat 11:00 am - 4:00 am<br>Sun 6:00 pm - 2:00 am<br>,,,,Yes,,Private Lot,,,Yes,,Casual,Loud,,,Full Bar,,,,,Yes,,Yes,,,,,"Adult Entertainment, Adult Entertainment",30.011994,-90.021351,"https://s3-media1.fl.yelpcdn.com/bphoto/r-xRRPNG6FiH1McpOHNdEA/ls.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/r-xRRPNG6FiH1McpOHNdEA/258s.jpg 1.03x,https://s3-media1.fl.yelpcdn.com/bphoto/r-xRRPNG6FiH1McpOHNdEA/348s.jpg 1.39x,https://s3-media1.fl.yelpcdn.com/bphoto/r-xRRPNG6FiH1McpOHNdEA/300s.jpg 1.20x",http://www.yelp.com/biz/visions-men-club-new-orleans?osq=Adult+Entertainment,,,,,,
Lipstixx,420 Bourbon St,New Orleans,LA,70130,,French Quarter,(504) 527-0744,,,Yes,No,5.0 star rating,2 reviews,http://www.lipstixxnola.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adult Entertainment, Adult Entertainment",29.956571,-90.067210,"https://s3-media3.fl.yelpcdn.com/bphoto/TVhDdxOPMx-jtK2NGa7IbA/ls.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/TVhDdxOPMx-jtK2NGa7IbA/258s.jpg 1.03x,https://s3-media3.fl.yelpcdn.com/bphoto/TVhDdxOPMx-jtK2NGa7IbA/348s.jpg 1.39x,https://s3-media3.fl.yelpcdn.com/bphoto/TVhDdxOPMx-jtK2NGa7IbA/300s.jpg 1.20x",http://www.yelp.com/biz/lipstixx-new-orleans-2?osq=Adult+Entertainment,,,,,,
Temptations,327 Bourbon St,New Orleans,LA,70130,,French Quarter,(504) 525-4470,"We are a Gentlemen's Club in a class by itself. We provide some of the finest adult entertainment on Bourbon Street in a unique mansion style facility.Learn more about Temptations, Opens a popupSpecialtiesWe are a Gentlemen's Club in a class by itself. We provide some of the finest adult entertainment on Bourbon Street in a unique mansion style facility.",,Yes,No,3.0 star rating,24 reviews,http://www.temptationsnola.com/,Ultra High-End,,,,,Yes,,,,,Yes,,Divey,Average,,,Full Bar,,,,,No,,No,,,,,"Adult Entertainment, Adult Entertainment",29.956106,-90.068202,"https://s3-media4.fl.yelpcdn.com/bphoto/87I4G2lJyzmW9qFtHrLEFA/ls.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/87I4G2lJyzmW9qFtHrLEFA/258s.jpg 1.03x,https://s3-media4.fl.yelpcdn.com/bphoto/87I4G2lJyzmW9qFtHrLEFA/348s.jpg 1.39x,https://s3-media4.fl.yelpcdn.com/bphoto/87I4G2lJyzmW9qFtHrLEFA/300s.jpg 1.20x",http://www.yelp.com/biz/temptations-new-orleans?osq=Adult+Entertainment,,,,,,
